orden,fecha,matcode,cantidad,grado_llenado,target,reactor,acido_ascorbico,agua_desionizada,amoniaco_25,aq_save,arianor_cherry_red_vibracolor_ruby_red,astrophos_hc2,azul_ultramar_b_6554,chematek_code_00302_jacorol_ahp,cire_de_lanol_sinnowax_ao,colorante_2a3hp,genencare_osms_ba_betafin_bp,h.c._yellow_2,h.c._yellow_4,jarocol_mbb,lowacryl_orange_31,merquat_280_safiquat_22,monoetanolamina_99__purete,nafol_16_18_lanette_o,perfume_bamboo_lotus_flower_2048692,perfume_xanadu,propilenglicol,rodol_24dape_chematek_00326,rodol_2_mr_chematek_code_00102,rodol_6amc_chematek_00269,rodol_6cp_chematek_00235,rodol_9r,rodol_blfx_bondecolor_blfx,rodol_eg_jarocol_map,rodol_ern_colorex_1_nap,rodol_gray_hed__jarocol_bhp,rodol_p_base_ot,rodol_paoc_chematek_00216,rodol_paox_colorex_paox,rodol_pmp_jarocol_pmp,rodol_rs_jarocol_rl,rodol_xdat,sodio_sulfito_anhidro,structure_zea_starch,transcutol_cg,utmf_ceramide_iii_silicon_free
1034563,2022-07-15 11:01:00.570,628085,1583.4,52.78,0,grande,4.0,579.478,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.25,4.7,0.0,0.0,0.0,5.6,0.31,0.0,0.0,1.8,0.0,0.0,1.0,0.0,0,7.0,30,15,0.0
1034567,2022-07-18 10:21:00.867,624085,904.8,90.48,1,mediano,4.0,510.735,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.6,2.0,0.0,0.0,0.0,31.0,0.4,0.0,8.5,1.0,0.0,0.0,0.0,5.8,0,7.0,30,15,0.0
1034584,2022-07-15 17:26:00.523,625085,904.8,90.48,0,mediano,4.0,525.738,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.6,0.0,0.0,0.0,0.0,19.8,0.6,0.0,4.7,1.0,0.0,0.0,0.0,6.7,0,1.0,30,15,0.0
1034604,2022-07-18 14:22:00.900,623005,1357.2,45.24,1,grande,4.0,486.635,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.6,0.0,0.0,0.0,0.0,26.0,0.5,0.0,10.0,1.1,0.0,0.0,0.0,7.2,0,10.0,30,50,0.0
1034605,2022-07-19 10:00:00.943,629845,232.0,46.4,0,pequeño,2.0,649.492,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.38,1.58,0.79,0.0,0.0,0,0.0,30,15,0.0
1034606,2022-07-19 16:37:00.837,624505,232.0,46.4,1,pequeño,4.0,578.835,64.965,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,7.0,4.2,2.0,0.0,0.0,0,10.0,30,15,0.0
1034607,2022-07-19 13:17:00.097,627465,232.0,46.4,0,pequeño,4.0,600.338,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.8,0.0,1.5,1.5,3.3,0.0,0.0,0.0,6.2,0.0,0.0,0.5,0.0,0,5.0,30,15,0.0
1034608,2022-07-19 17:26:00.430,628135,678.6,67.86,0,mediano,4.0,617.438,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.22,1.4,0.54,0.0,0.0,0.0,3.4,0,5.5,30,15,0.0
1034611,2022-07-21 10:23:00.340,628175,2726.0,90.87,0,grande,4.0,613.258,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.95,0.58,0.0,4.25,0.64,0.0,0.0,0.0,4.46,0,5.0,30,15,0.0
1034651,2022-07-21 19:02:00.793,625225,452.4,45.24,0,mediano,4.0,586.638,71.862,1,0.0,30,0.0,6.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8,10.0,30,15,0.0
1034676,2022-09-06 11:05:00.523,626005,2035.8,67.86,1,grande,4.0,570.938,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.4,10.0,0.0,0.0,0.0,15.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,10.0,30,15,0.0
1034677,2022-09-07 09:24:00.437,625005,1583.4,52.78,1,grande,4.0,546.625,64.965,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.4,0.0,0.0,0.0,0.3,15.0,0.8,0.0,2.5,1.26,0.0,0.0,0.0,7.65,0,7.5,30,50,0.0
1034679,2022-09-07 12:49:00.757,621005,904.8,90.48,1,mediano,4.0,501.535,64.965,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,13.2,0.0,25,0,20,8,0.0,0,4.2,0.0,0.0,0.0,0.0,25.2,0.9,1.5,9.5,0.0,0.0,0.0,2.5,3.5,0,10.0,30,50,0.0
1034785,2022-09-01 13:26:01.000,620075,904.8,90.48,0,mediano,4.0,626.018,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,3.6,0.0,0.0,0.0,0.0,5.28,0,5.0,30,15,0.0
1034786,2022-09-01 17:38:00.093,620705,904.8,90.48,1,mediano,4.0,530.138,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,10.0,20,15,0.0
1034807,2022-09-02 17:08:00.970,620075,678.6,67.86,0,mediano,4.0,626.018,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,3.6,0.0,0.0,0.0,0.0,5.28,0,5.0,30,15,0.0
1034808,2022-09-02 13:41:01.010,629995,678.6,67.86,0,mediano,1.0,673.138,71.862,1,0.0,30,0.0,0.0,130,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,15,0.0
1034815,2022-09-08 12:41:00.927,620505,255.55,51.11,0,pequeño,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1034816,2022-09-08 09:21:00.767,620205,904.8,90.48,1,mediano,4.0,590.6,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0,7.5,20,15,0.0
1034855,2022-09-08 17:54:00.887,621115,2726.0,90.87,0,grande,4.0,586.826,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,1.0,0.0,0.0,25,0,20,8,0.0,0,0.448,0.0,0.0,0.0,0.0,1.9,0.544,0.0,4.508,0.6,0.0,0.0,0.0,4.312,0,10.0,30,15,0.0
1034889,2022-09-19 09:35:00.540,629325,232.0,46.4,0,pequeño,3.0,628.817,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.25,0.0,0.0,0.0,0.9,0.375,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034890,2022-09-16 10:22:00.233,629875,1809.6,60.32,0,grande,2.0,601.777,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.89,0.0,0.075,0.0,0.0,4.3,0,1.0,30,30,0.0
1034891,2022-09-16 09:16:00.760,626125,452.4,45.24,0,mediano,4.0,567.496,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,2.46,0.0,0.0,0.0,5.37,0.902,0.0,7.04,0.0,0.15,0.0,0.0,4.22,0,7.5,30,30,0.0
1034892,2022-09-15 14:15:00.583,628125,678.6,67.86,0,mediano,4.0,600.148,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.22,0.0,0.0,0.0,2.66,0.46,0.0,3.48,0.0,0.08,0.0,0.0,2.09,0,5.0,30,30,0.0
1034900,2022-09-20 08:34:00.337,627305,232.0,46.4,0,pequeño,4.0,605.838,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0,7.0,30,30,0.0
1034901,2022-09-19 13:59:00.307,628305,232.0,46.4,0,pequeño,4.0,618.338,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0,5.0,30,15,0.0
1034902,2022-09-19 10:54:00.273,629825,678.6,67.86,0,mediano,3.0,650.292,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.6,0.2,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034903,2022-09-20 09:39:00.117,629225,452.4,45.24,0,mediano,3.0,650.29,78.76,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.6,0.2,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034904,2022-09-20 12:13:00.833,629305,232.0,46.4,0,pequeño,4.0,647.162,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.18,0,0.0,30,15,0.0
1034905,2022-09-19 17:32:00.467,629985,904.8,90.48,0,mediano,2.5,635.342,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.2,0.2,0.0,0.2,0.15,0.15,0.0,0.0,0.0,0,1.0,30,30,0.0
1034906,2022-09-20 16:11:00.150,625645,232.0,46.4,0,pequeño,4.0,564.438,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,2.0,1.7,0.0,2.0,2.0,0,10.0,30,30,0.0
1034907,2022-09-20 18:48:00.217,626135,452.4,45.24,0,mediano,4.0,601.078,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.12,0.28,2.4,0.36,0.0,0.0,0.0,4.4,0,7.5,30,15,0.0
1034908,2022-09-20 13:50:00.317,627135,678.6,67.86,0,mediano,4.0,626.458,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.4,0.08,0.24,2.2,0.36,0.0,0.0,0.0,3.4,0,5.0,30,15,0.0
1034932,2022-09-21 11:29:00.410,620025,1583.4,52.78,0,grande,0.5,663.0,0.1,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,40,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.4,0.0,0.0,0.3,0,1.0,30,15,0.0
1034933,2022-09-27 19:30:00.340,620705,2726.0,90.87,0,grande,4.0,530.138,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,10.0,20,15,0.0
1034934,2022-09-22 17:29:00.870,621115,2099.6,69.99,0,grande,4.0,586.826,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,1.0,0.0,0.0,25,0,20,8,0.0,0,0.448,0.0,0.0,0.0,0.0,1.9,0.544,0.0,4.508,0.6,0.0,0.0,0.0,4.312,0,10.0,30,15,0.0
1034935,2022-09-28 10:21:00.183,627065,452.4,90.48,1,pequeño,4.0,583.388,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.3,5.9,0.0,0.0,0.0,7.0,1.35,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0,9.0,30,15,0.0
1034936,2022-09-28 17:23:00.130,625065,452.4,90.48,0,pequeño,4.0,483.938,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.7,12.5,0.0,0.0,0.0,18.5,4.0,0.0,0.0,4.5,1.0,0.0,0.0,0.0,0,10.0,30,50,0.0
1034945,2022-09-28 14:39:00.067,629805,904.8,90.48,0,mediano,1.0,653.712,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0,0.0,30,15,0.0
1034946,2022-09-29 11:56:00.117,629005,904.8,90.48,0,mediano,4.0,646.242,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,2.75,0.0,0.0,0.5,0.75,0.0,0.0,0.0,1.5,0,2.0,30,15,0.0
1034947,2022-09-29 15:45:00.497,629085,678.6,67.86,0,mediano,2.5,600.292,78.758,1,0.0,30,0.0,0.0,120,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,1.43,0.92,0.0,0.0,0.0,2.7,0,4.0,30,15,0.0
1034948,2022-09-29 17:09:00.933,628005,1809.6,60.32,0,grande,4.0,621.038,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.1,4.7,0.0,0.0,0.0,4.8,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,7.0,30,15,0.0
1034949,2022-10-04 11:19:00.493,627005,2262.0,75.4,1,grande,4.0,592.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,6.0,0.0,0.0,0.0,9.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,10.0,30,15,0.0
1034950,2022-10-05 09:24:00.677,627085,1583.4,52.78,1,grande,4.0,536.588,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.3,8.0,0.0,0.0,0.0,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,10.0,30,15,0.0
1035035,2022-10-10 13:08:00.993,627645,452.4,45.24,0,mediano,4.0,625.758,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.88,0,5.0,30,15,0.0
1035036,2022-10-10 09:23:00.247,629935,452.4,45.24,0,mediano,10.0,549.052,100.448,1,0.0,0,0.0,0.0,140,0,40,0.0,0.1,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
1035037,2022-10-07 09:50:00.653,629915,452.4,45.24,0,mediano,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1035038,2022-10-11 10:08:00.697,626615,678.6,67.86,0,mediano,4.0,495.538,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,10.0,0.0,0.0,0.0,17.0,1.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0,7.5,30,50,0.0
1035039,2022-10-10 14:56:00.387,627655,452.4,90.48,1,pequeño,4.0,579.338,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,5.6,0.0,0.0,0.0,5.0,4.2,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0,10.0,30,15,0.0
1035040,2022-10-10 17:42:00.853,627665,452.4,45.24,0,mediano,4.0,495.138,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,12.5,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,30,50,0.0
1035042,2022-10-13 13:29:00.530,626405,232.0,46.4,0,pequeño,4.0,594.138,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,6.2,3.6,1.7,1.0,0.0,0,10.0,30,15,0.0
1035043,2022-10-11 08:45:00.767,627365,232.0,46.4,0,pequeño,4.0,605.938,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.1,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0,5.0,30,30,0.0
1035044,2022-10-13 08:20:00.500,628405,232.0,46.4,0,pequeño,4.0,623.368,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.1,0.0,0.0,0.0,1.1,0.5,0.0,0.0,4.8,2.1,0.0,0.0,1.17,0,6.0,30,15,0.0
1035045,2022-10-13 16:44:00.117,625505,232.0,46.4,1,pequeño,4.0,547.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,6.5,4.3,2.1,0.0,0.0,0,10.0,30,50,0.0
1035046,2022-10-17 17:32:00.897,625525,232.0,46.4,0,pequeño,4.0,578.938,71.862,1,0.0,30,0.0,2.6,160,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.6,5.0,5.0,0.0,0,7.0,30,15,0.0
1035195,2022-11-08 17:10:00.120,620905,232.0,46.4,1,pequeño,0.0,681.438,71.862,1,1.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,1.7,0,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1035197,2022-11-08 14:04:00.530,620075,452.4,45.24,0,mediano,4.0,626.018,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,3.6,0.0,0.0,0.0,0.0,5.28,0,5.0,30,15,0.0
1035198,2022-11-09 08:28:01.000,620505,232.0,23.2,0,mediano,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1035199,2022-11-08 10:49:00.093,629995,452.4,45.24,0,mediano,1.0,673.138,71.862,1,0.0,30,0.0,0.0,130,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,15,0.0
1035247,2022-11-10 13:31:00.360,627435,232.0,46.4,0,pequeño,4.0,613.638,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.5,0.0,0.0,10.0,0,6.0,30,15,0.0
1035248,2022-11-10 15:28:00.763,627445,452.4,45.24,0,mediano,4.0,617.408,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.63,0.7,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0,8.0,30,15,0.0
1035249,2022-11-11 08:04:00.360,627455,232.0,46.4,1,pequeño,4.0,596.968,71.862,1,0.0,30,0.0,6.9,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,7.8,10.0,0.0,0.0,0.0,0,7.5,30,15,0.0
1035250,2022-11-10 11:59:00.137,628445,452.4,45.24,0,mediano,4.0,605.358,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.68,0.7,0.0,0.0,8.2,4.2,0.0,0.0,0.0,0,6.0,30,15,0.0
1035251,2022-11-14 09:07:00.373,626305,232.0,46.4,0,pequeño,4.0,577.138,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,5.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0,7.5,30,30,0.0
1035252,2022-11-11 10:17:00.873,629215,678.6,67.86,0,mediano,4.0,613.322,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.73,0.0,0.0,0.0,1.59,0.27,0.0,1.0,0.0,0.08,0.0,0.0,1.25,0,0.0,30,30,0.0
1035253,2022-11-11 17:31:00.780,629835,232.0,46.4,0,pequeño,4.0,651.332,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.36,0.3,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0,0.0,30,15,0.0
1035254,2022-11-14 13:06:00.197,628345,232.0,46.4,0,pequeño,4.0,620.638,71.862,1,0.0,30,0.0,0.0,140,1,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,6.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0,5.0,30,15,0.0
1035278,2022-12-05 10:59:01.000,621005,904.8,90.48,1,mediano,4.0,501.535,64.965,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,13.2,0.0,25,0,20,8,0.0,0,4.2,0.0,0.0,0.0,0.0,25.2,0.9,1.5,9.5,0.0,0.0,0.0,2.5,3.5,0,10.0,30,50,0.0
1035279,2022-12-12 16:08:00.670,621705,452.4,45.24,0,mediano,4.0,501.625,64.965,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,16.41,0.0,25,0,20,8,0.0,0,6.0,0.0,0.0,0.0,0.0,17.5,0.0,3.0,14.5,0.0,0.0,0.0,2.5,0.5,0,10.0,30,50,0.0
1035280,2022-12-01 08:11:00.940,628065,232.0,46.4,0,pequeño,2.0,613.188,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,3.8,0.0,0.0,0.0,4.2,0.25,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0,8.0,30,15,0.0
1035281,2022-12-12 09:00:00.073,626955,232.0,46.4,1,pequeño,4.0,556.138,71.862,1,0.0,30,0.0,15.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,1.7,0.0,0.0,0.0,0.0,0.0,5.2,1.4,0.0,0.0,1.2,0.0,0.0,0.0,0,9.5,30,15,0.0
1035401,2022-12-07 10:21:00.113,625085,904.8,90.48,1,mediano,4.0,525.738,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.6,0.0,0.0,0.0,0.0,19.8,0.6,0.0,4.7,1.0,0.0,0.0,0.0,6.7,0,1.0,30,15,0.0
1035402,2022-12-01 10:48:00.677,628085,1357.2,45.24,0,grande,4.0,579.478,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.25,4.7,0.0,0.0,0.0,5.6,0.31,0.0,0.0,1.8,0.0,0.0,1.0,0.0,0,7.0,30,15,0.0
1035403,2022-12-13 11:50:01.010,628605,452.4,45.24,0,mediano,4.0,613.538,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.1,0.0,0.0,0.16,4.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,2.4,0,7.5,30,15,0.0
1035404,2022-12-13 11:34:00.253,625605,232.0,46.4,0,pequeño,4.0,556.638,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.5,0.0,0.0,0.0,7.2,4.1,0.0,1.0,8.0,1.4,0.0,2.0,4.8,0,7.5,30,30,0.0
1035472,2022-12-13 17:09:00.770,627605,452.4,45.24,0,mediano,4.0,597.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.85,0.0,0.0,0.2,7.0,1.35,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,7.5,30,15,0.0
1035495,2022-12-14 09:11:00.543,627455,232.0,46.4,1,pequeño,4.0,596.968,71.862,1,0.0,30,0.0,6.9,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,7.8,10.0,0.0,0.0,0.0,0,7.5,30,15,0.0
1035563,2023-01-09 09:19:00.600,629605,232.0,46.4,1,pequeño,2.0,639.342,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,2.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,1.0,30,15,0.0
